/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00000-40002_0_0.jpg,0,532,250,807,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00000-40002_0_1.jpg,0,474,365,830,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00000-40002_0_2.jpg,1,518,116,666,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10003_0_0.jpg,1142,577,1617,1093,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10003_0_1.jpg,1035,265,1632,1111,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10003_0_2.jpg,1232,742,1556,1115,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10003_0_3.jpg,1001,65,1518,911,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10003_0_4.jpg,1151,700,1470,1059,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10003_0_5.jpg,1112,510,1776,1285,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10004_0_0.jpg,165,0,640,407,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10004_0_1.jpg,310,32,705,344,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10004_0_2.jpg,364,73,594,327,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10004_0_3.jpg,0,0,670,492,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10004_0_4.jpg,885,1086,949,1210,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00001-10004_0_5.jpg,271,95,571,416,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00002-30002_0_0.jpg,206,716,633,1167,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00002-30002_0_1.jpg,332,771,652,1076,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00002-30003_0_0.jpg,774,824,970,1071,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00002-30003_0_1.jpg,754,682,1149,1133,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00002-30003_0_2.jpg,796,865,936,1033,N
/home/huray/data/NCC_trainset/img_retinanet/new_normal/normal-00002-30003_0_3.jpg,735,772,1009,1164,N
